"Date" "administration" "approval" "lagApproval" "unrate" "inflation" "kennedy" "johnson" "nixon" "ford" "carter" "regan" "bush" "clinton" "eisenhower" "inflationMonthly"
1953.01 1 78 31 2.9 0.376648279547709 0 0 0 0 0 0 0 0 1 -0.375234961855009
1953.02 1 67 78 2.6 0.754720563538314 0 0 0 0 0 0 0 0 1 0
1953.03 1 74 67 2.6 0.754720563538314 0 0 0 0 0 0 0 0 1 0
1953.04 1 74 74 2.7 0.751883241402718 0 0 0 0 0 0 0 0 1 0.375234961855009
1953.05 1 74 74 2.5 0.751883241402718 0 0 0 0 0 0 0 0 1 0
1953.06 1 71 74 2.5 1.12571545246345 0 0 0 0 0 0 0 0 1 0.373832211060732
1953.07 1 73 71 2.6 0.373832211060732 0 0 0 0 0 0 0 0 1 0
1953.08 1 74 73 2.7 0.746272120158942 0 0 0 0 0 0 0 0 1 0.37243990909821
1953.09 1 75 74 2.9 1.12150708201395 0 0 0 0 0 0 0 0 1 0
1953.1 1 66 75 3.1 1.11733005981254 0 0 0 0 0 0 0 0 1 0.371057939653596
1953.11 1 58 66 3.5 0.746272120158942 0 0 0 0 0 0 0 0 1 -0.371057939653596
1953.12 1 66 58 4.5 0.746272120158942 0 0 0 0 0 0 0 0 1 0
1954.01 1 70 66 4.9 1.12150708201395 0 0 0 0 0 0 0 0 1 0
1954.02 1 68 70 5.2 1.49256502166755 0 0 0 0 0 0 0 0 1 0.371057939653596
1954.03 1 65 68 5.7 1.12150708201395 0 0 0 0 0 0 0 0 1 -0.371057939653596
1954.04 1 68 65 5.9 0.746272120158942 0 0 0 0 0 0 0 0 1 0
1954.05 1 61 68 5.9 0.746272120158942 0 0 0 0 0 0 0 0 1 0
1954.06 1 62 61 5.6 0.37243990909821 0 0 0 0 0 0 0 0 1 0
1954.07 1 75 62 5.8 0.37243990909821 0 0 0 0 0 0 0 0 1 0
1954.08 1 62 75 6 0 0 0 0 0 0 0 0 0 1 0
1954.09 1 66 62 6.1 -0.37243990909821 0 0 0 0 0 0 0 0 1 -0.37243990909821
1954.1 1 61 66 5.7 -1.11733005981254 0 0 0 0 0 0 0 0 1 -0.373832211060732
1954.11 1 57 61 5.3 -0.37243990909821 0 0 0 0 0 0 0 0 1 0.373832211060732
1954.12 1 68 57 5 -0.37243990909821 0 0 0 0 0 0 0 0 1 0
1955.01 1 70 68 4.9 -0.37243990909821 0 0 0 0 0 0 0 0 1 0
1955.02 1 71 70 4.7 -0.743497848751806 0 0 0 0 0 0 0 0 1 0
1955.03 1 66 71 4.6 -0.37243990909821 0 0 0 0 0 0 0 0 1 0
1955.04 1 68 66 4.7 -0.37243990909821 0 0 0 0 0 0 0 0 1 0
1955.05 1 69 68 4.3 -0.37243990909821 0 0 0 0 0 0 0 0 1 0
1955.06 1 70 69 4.2 -0.746272120158942 0 0 0 0 0 0 0 0 1 -0.373832211060732
1955.07 1 72 70 4 -0.37243990909821 0 0 0 0 0 0 0 0 1 0.373832211060732
1955.08 1 76 72 4.2 -0.746272120158942 0 0 0 0 0 0 0 0 1 -0.373832211060732
1955.09 1 71 76 4.1 0.37243990909821 0 0 0 0 0 0 0 0 1 0.746272120158942
1955.1 1 74 71 4.3 0.373832211060732 0 0 0 0 0 0 0 0 1 -0.37243990909821
1955.11 1 77 74 4.2 0.37243990909821 0 0 0 0 0 0 0 0 1 0.37243990909821
1955.12 1 75 77 4.2 0.37243990909821 0 0 0 0 0 0 0 0 1 0
1956.01 1 77 75 4 0 0 0 0 0 0 0 0 0 1 -0.37243990909821
1956.02 1 76 77 3.9 0.37243990909821 0 0 0 0 0 0 0 0 1 0.37243990909821
1956.03 1 73 76 4.2 0.37243990909821 0 0 0 0 0 0 0 0 1 0
1956.04 1 69 73 4 0.37243990909821 0 0 0 0 0 0 0 0 1 0
1956.05 1 69 69 4.3 0.743497848751806 0 0 0 0 0 0 0 0 1 0.371057939653596
1956.06 1 69 69 4.3 1.85534078957477 0 0 0 0 0 0 0 0 1 0.738010729762228
1956.07 1 69 69 4.4 1.84848146741032 0 0 0 0 0 0 0 0 1 0.366972888896289
1956.08 1 67 69 4.1 2.22231367847106 0 0 0 0 0 0 0 0 1 0
1956.09 1 69 67 3.9 1.84167267862314 0 0 0 0 0 0 0 0 1 0.365631120311027
1956.1 1 72 69 3.9 2.57841171557147 0 0 0 0 0 0 0 0 1 0.364299127850121
1956.11 1 75 72 4.3 2.20597180647326 0 0 0 0 0 0 0 0 1 0
1956.12 1 79 75 4.2 2.56894861153114 0 0 0 0 0 0 0 0 1 0.362976805057880
1957.01 1 73 79 4.2 3.30305256764816 0 0 0 0 0 0 0 0 1 0.361664047018806
1957.02 1 72 73 3.9 3.29097340887983 0 0 0 0 0 0 0 0 1 0.36036075032988
1957.03 1 72 72 3.7 3.65004022195268 0 0 0 0 0 0 0 0 1 0.35906681307285
1957.04 1 67 72 3.9 3.65004022195268 0 0 0 0 0 0 0 0 1 0
1957.05 1 62 67 4.1 3.63676441708747 0 0 0 0 0 0 0 0 1 0.357782134788387
1957.06 1 62 62 4.3 3.25526030377485 0 0 0 0 0 0 0 0 1 0.356506616449614
1957.07 1 63 62 4.2 3.24352757531536 0 0 0 0 0 0 0 0 1 0.355240160436798
1957.08 1 59 63 4.1 3.59751024582775 0 0 0 0 0 0 0 0 1 0.353982670512387
1957.09 1 59 59 4.4 3.23187912551672 0 0 0 0 0 0 0 0 1 0
1957.1 1 57 59 4.5 2.8675799976666 0 0 0 0 0 0 0 0 1 0
1957.11 1 58 57 5.1 3.22031404946346 0 0 0 0 0 0 0 0 1 0.352734051796855
1957.12 1 60 58 5.2 3.20883145515003 0 0 0 0 0 0 0 0 1 0.351494210744452
1958.01 1 58 60 5.8 3.19743046325143 0 0 0 0 0 0 0 0 1 0.350263055120204
1958.02 1 54 58 6.4 3.18611020689841 0 0 0 0 0 0 0 0 1 0.34904049397686
1958.03 1 48 54 6.7 3.52149062910665 0 0 0 0 0 0 0 0 1 0.694447235281093
1958.04 1 54 48 7.4 3.52149062910665 0 0 0 0 0 0 0 0 1 0
1958.05 1 53 54 7.4 3.16370849431826 0 0 0 0 0 0 0 0 1 0
1958.06 1 54 53 7.3 2.80720187786865 0 0 0 0 0 0 0 0 1 0
1958.07 1 58 54 7.5 2.45196171743185 0 0 0 0 0 0 0 0 1 0
1958.08 1 56 58 7.4 2.09797904691946 0 0 0 0 0 0 0 0 1 0
1958.09 1 56 56 7.1 2.09797904691946 0 0 0 0 0 0 0 0 1 0
1958.1 1 58 56 6.7 2.09797904691946 0 0 0 0 0 0 0 0 1 0
1958.11 1 52 58 6.2 2.09066848193138 0 0 0 0 0 0 0 0 1 0.345423486808771
1958.12 1 57 52 6.2 1.73917427118693 0 0 0 0 0 0 0 0 1 0
1959.01 1 57 57 6 1.38891121606672 0 0 0 0 0 0 0 0 1 0
1959.02 1 59 57 5.9 1.03987072208986 0 0 0 0 0 0 0 0 1 0
1959.03 1 58 59 5.6 0.345423486808771 0 0 0 0 0 0 0 0 1 0
1959.04 1 60 58 5.2 0.345423486808771 0 0 0 0 0 0 0 0 1 0
1959.05 1 64 60 5.1 0.345423486808771 0 0 0 0 0 0 0 0 1 0
1959.06 1 60 64 5 0.689657905906049 0 0 0 0 0 0 0 0 1 0.344234419097278
1959.07 1 61 60 5.1 1.03271141558494 0 0 0 0 0 0 0 0 1 0.343053509678892
1959.08 1 66 61 5.2 1.03271141558494 0 0 0 0 0 0 0 0 1 0
1959.09 1 66 66 5.5 1.37459209046353 0 0 0 0 0 0 0 0 1 0.341880674878592
1959.1 1 66 66 5.7 1.71530792262495 0 0 0 0 0 0 0 0 1 0.34071583216142
1959.11 1 64 66 5.8 1.36988443581618 0 0 0 0 0 0 0 0 1 0
1959.12 1 76 64 5.3 1.36988443581618 0 0 0 0 0 0 0 0 1 0
1960.01 1 66 76 5.2 1.36988443581618 0 0 0 0 0 0 0 0 1 0
1960.02 1 64 66 4.8 1.36988443581618 0 0 0 0 0 0 0 0 1 0
1960.03 1 65 64 5.4 1.36988443581618 0 0 0 0 0 0 0 0 1 0
1960.04 1 62 65 5.2 1.70944333593002 0 0 0 0 0 0 0 0 1 0.339558900113834
1960.05 1 65 62 5.1 2.04785313435405 0 0 0 0 0 0 0 0 1 0.338409798424033
1960.06 1 57 65 5.4 1.70361871525677 0 0 0 0 0 0 0 0 1 0
1960.07 1 49 57 5.5 1.36056520557788 0 0 0 0 0 0 0 0 1 0
1960.08 1 63 49 5.6 1.36056520557788 0 0 0 0 0 0 0 0 1 0
1960.09 1 58 63 5.5 1.01868453069929 0 0 0 0 0 0 0 0 1 0
1960.1 1 58 58 6.1 1.35137191667227 0 0 0 0 0 0 0 0 1 0.673403218134405
1960.11 1 59 58 6.1 1.35137191667227 0 0 0 0 0 0 0 0 1 0
1960.12 1 59 59 6.6 1.35137191667227 0 0 0 0 0 0 0 0 1 0
1961.01 2 72 59 6.6 1.35137191667227 1 0 0 0 0 0 0 0 0 0
1961.02 2 72 72 6.9 1.35137191667227 1 0 0 0 0 0 0 0 0 0
1961.03 2 73 72 6.9 1.35137191667227 1 0 0 0 0 0 0 0 0 0
1961.04 2 78 73 7 1.01181301655844 1 0 0 0 0 0 0 0 0 0
1961.05 2 75 78 7.1 0.673403218134405 1 0 0 0 0 0 0 0 0 0
1961.06 2 71 75 6.9 0.673403218134405 1 0 0 0 0 0 0 0 0 0
1961.07 2 74 71 7 1.00841190666259 1 0 0 0 0 0 0 0 0 0.335008688528182
1961.08 2 75 74 6.6 1.00841190666259 1 0 0 0 0 0 0 0 0 0
1961.09 2 79 75 6.7 1.34230203321408 1 0 0 0 0 0 0 0 0 0.333890126551495
1961.1 2 77 79 6.5 0.668898815079677 1 0 0 0 0 0 0 0 0 0
1961.11 2 79 77 6.1 0.668898815079677 1 0 0 0 0 0 0 0 0 0
1961.12 2 77 79 6 0.668898815079677 1 0 0 0 0 0 0 0 0 0
1962.01 2 78 77 5.8 0.668898815079677 1 0 0 0 0 0 0 0 0 0
1962.02 2 78 78 5.5 1.00167782434712 1 0 0 0 0 0 0 0 0 0.332779009267448
1962.03 2 79 78 5.6 1.33335308694651 1 0 0 0 0 0 0 0 0 0.331675262599385
1962.04 2 77 79 5.6 1.33335308694651 1 0 0 0 0 0 0 0 0 0
1962.05 2 71 77 5.5 1.33335308694651 1 0 0 0 0 0 0 0 0 0
1962.06 2 69 71 5.5 1.33335308694651 1 0 0 0 0 0 0 0 0 0
1962.07 2 66 69 5.4 0.998344398418327 1 0 0 0 0 0 0 0 0 0
1962.08 2 67 66 5.7 1.32892321186828 1 0 0 0 0 0 0 0 0 0.330578813449955
1962.09 2 62 67 5.6 1.32452267500205 1 0 0 0 0 0 0 0 0 0.329489589685261
1962.1 2 61 62 5.4 1.32452267500205 1 0 0 0 0 0 0 0 0 0
1962.11 2 73 61 5.7 1.32452267500205 1 0 0 0 0 0 0 0 0 0
1962.12 2 76 73 5.5 1.32452267500205 1 0 0 0 0 0 0 0 0 0
1963.01 2 74 76 5.7 1.32452267500205 1 0 0 0 0 0 0 0 0 0
1963.02 2 70 74 5.9 1.32015118585360 1 0 0 0 0 0 0 0 0 0.328407520119001
1963.03 2 67 70 5.7 0.988475923254217 1 0 0 0 0 0 0 0 0 0
1963.04 2 66 67 5.7 0.988475923254217 1 0 0 0 0 0 0 0 0 0
1963.05 2 65 66 5.9 0.988475923254217 1 0 0 0 0 0 0 0 0 0
1963.06 2 61 65 5.6 1.31580845775114 1 0 0 0 0 0 0 0 0 0.327332534496927
1963.07 2 61 61 5.6 1.64207302123276 1 0 0 0 0 0 0 0 0 0.326264563481615
1963.08 2 62 61 5.4 1.63669774642057 1 0 0 0 0 0 0 0 0 0.325203538637764
1963.09 2 56 62 5.5 0.982004618097543 1 0 0 0 0 0 0 0 0 -0.325203538637764
1963.1 2 58 56 5.5 1.30720815673531 1 0 0 0 0 0 0 0 0 0.325203538637764
1963.11 2 58 58 5.7 1.30720815673531 1 0 0 0 0 0 0 0 0 0
1963.12 3 79 58 5.5 1.63135754915236 0 1 0 0 0 0 0 0 0 0.32414939241705
1964.01 3 80 79 5.6 1.63135754915236 0 1 0 0 0 0 0 0 0 0
1964.02 3 73 80 5.4 1.30295002903336 0 1 0 0 0 0 0 0 0 0
1964.03 3 75 73 5.4 1.30295002903336 0 1 0 0 0 0 0 0 0 0
1964.04 3 75 75 5.3 1.62605208717803 0 1 0 0 0 0 0 0 0 0.323102058144675
1964.05 3 74 75 5.1 1.62605208717803 0 1 0 0 0 0 0 0 0 0
1964.06 3 74 74 5.2 1.29871955268110 0 1 0 0 0 0 0 0 0 0
1964.07 3 74 74 4.9 0.97245498919949 0 1 0 0 0 0 0 0 0 0
1964.08 3 72 74 5 0.969312920565946 0 1 0 0 0 0 0 0 0 0.32206147000422
1964.09 3 71 72 5.1 1.29451645920371 0 1 0 0 0 0 0 0 0 0
1964.1 3 70 71 5.1 0.969312920565946 0 1 0 0 0 0 0 0 0 0
1964.11 3 69 70 4.8 1.29034048359076 0 1 0 0 0 0 0 0 0 0.321027563024812
1964.12 3 69 69 5 1.28619136424080 0 1 0 0 0 0 0 0 0 0.320000273067089
1965.01 3 71 69 4.9 1.28619136424080 0 1 0 0 0 0 0 0 0 0
1965.02 3 68 71 5.1 1.28619136424080 0 1 0 0 0 0 0 0 0 0
1965.03 3 69 68 4.7 1.28619136424080 0 1 0 0 0 0 0 0 0 0
1965.04 3 64 69 4.8 1.28206884290614 0 1 0 0 0 0 0 0 0 0.318979536810016
1965.05 3 70 64 4.6 1.60003413464409 0 1 0 0 0 0 0 0 0 0.317965291737954
1965.06 3 65 70 4.6 1.91699161077201 0 1 0 0 0 0 0 0 0 0.316957476127921
1965.07 3 65 65 4.4 1.91699161077201 0 1 0 0 0 0 0 0 0 0
1965.08 3 64 65 4.4 1.59493014076779 0 1 0 0 0 0 0 0 0 0
1965.09 3 63 64 4.3 1.59493014076779 0 1 0 0 0 0 0 0 0 0
1965.1 3 64 63 4.2 1.91088616980464 0 1 0 0 0 0 0 0 0 0.315956029036846
1965.11 3 62 64 4.1 1.90481949706944 0 1 0 0 0 0 0 0 0 0.314960890289617
1965.12 3 63 62 4 1.89879122446914 0 1 0 0 0 0 0 0 0 0.313972000466789
1966.01 3 61 63 4 1.89879122446914 0 1 0 0 0 0 0 0 0 0
1966.02 3 56 61 3.8 2.52379325898628 0 1 0 0 0 0 0 0 0 0.625002034517141
1966.03 3 57 56 3.8 2.83483550042551 0 1 0 0 0 0 0 0 0 0.31104224143923
1966.04 3 54 57 3.8 2.82593373144033 0 1 0 0 0 0 0 0 0 0.310077767824835
1966.05 3 50 54 3.9 2.81708769666964 0 1 0 0 0 0 0 0 0 0.309119256967261
1966.06 3 48 50 3.8 2.50013022054172 0 1 0 0 0 0 0 0 0 0
1966.07 3 51 48 3.8 2.80829687428255 0 1 0 0 0 0 0 0 0 0.308166653740827
1966.08 3 48 51 3.8 3.42179573103416 0 1 0 0 0 0 0 0 0 0.613498856751615
1966.09 3 46 48 3.7 3.72713947972314 0 1 0 0 0 0 0 0 0 0.30534374868898
1966.1 3 44 46 3.7 3.71559768880911 0 1 0 0 0 0 0 0 0 0.304414238122819
1966.11 3 48 44 3.6 3.4006367985195 0 1 0 0 0 0 0 0 0 0
1966.12 3 44 48 3.8 3.08666479805271 0 1 0 0 0 0 0 0 0 0
1967.01 3 46 44 3.9 3.08666479805271 0 1 0 0 0 0 0 0 0 0
1967.02 3 45 46 3.8 2.76515313305099 0 1 0 0 0 0 0 0 0 0.303490369515425
1967.03 3 46 45 3.8 2.45411089161176 0 1 0 0 0 0 0 0 0 0
1967.04 3 48 46 3.8 2.44660521544064 0 1 0 0 0 0 0 0 0 0.302572091653719
1967.05 3 45 48 3.8 2.13748595847338 0 1 0 0 0 0 0 0 0 0
1967.06 3 52 45 3.9 2.73989741881144 0 1 0 0 0 0 0 0 0 0.602411460338059
1967.07 3 47 52 3.8 2.73158106469626 0 1 0 0 0 0 0 0 0 0.299850299625648
1967.08 3 39 47 3.8 2.41703609278128 0 1 0 0 0 0 0 0 0 0.298953884836628
1967.09 3 38 39 3.8 2.40975515790609 0 1 0 0 0 0 0 0 0 0.298062813813793
1967.1 3 38 38 4 2.40251795869901 0 1 0 0 0 0 0 0 0 0.297177038915741
1967.11 3 41 38 3.9 2.99423566150785 0 1 0 0 0 0 0 0 0 0.591717702808836
1967.12 3 46 41 3.8 3.28878668448356 0 1 0 0 0 0 0 0 0 0.294551022975709
1968.01 3 48 46 3.7 3.58247265181451 0 1 0 0 0 0 0 0 0 0.293685967330948
1968.02 3 41 48 3.8 3.57180826020795 0 1 0 0 0 0 0 0 0 0.292825977908873
1968.03 3 36 41 3.7 3.86377927054138 0 1 0 0 0 0 0 0 0 0.291971010333425
1968.04 3 42 36 3.5 3.85232819963353 0 1 0 0 0 0 0 0 0 0.291121020745866
1968.05 3 41 42 3.5 4.14260416542969 0 1 0 0 0 0 0 0 0 0.290275965796161
1968.06 3 40 41 3.7 4.11822899664154 0 1 0 0 0 0 0 0 0 0.57803629154991
1968.07 3 40 40 3.7 4.39309292257271 0 1 0 0 0 0 0 0 0 0.574714225556816
1968.08 3 35 40 3.5 4.38026226583927 0 1 0 0 0 0 0 0 0 0.286123228103197
1968.09 3 42 35 3.4 4.36750635026613 0 1 0 0 0 0 0 0 0 0.285306898240645
1968.1 3 42 42 3.4 4.6385126580935 0 1 0 0 0 0 0 0 0 0.568183346743112
1968.11 3 43 42 3.4 4.32968057533243 0 1 0 0 0 0 0 0 0 0.282885620047768
1968.12 3 44 43 3.4 4.59851132418234 0 1 0 0 0 0 0 0 0 0.563381771825622
1969.01 4 59 44 3.4 4.58533044961222 0 0 1 0 0 0 0 0 0 0.28050509276083
1969.02 4 60 59 3.4 4.57222493380947 0 0 1 0 0 0 0 0 0 0.279720462106114
1969.03 4 63 60 3.4 5.11475111669411 0 0 1 0 0 0 0 0 0 0.834497193218064
1969.04 4 61 63 3.4 5.37611768914523 0 0 1 0 0 0 0 0 0 0.552487593196993
1969.05 4 65 61 3.4 5.36094506053808 0 0 1 0 0 0 0 0 0 0.275103337189009
1969.06 4 63 65 3.5 5.3308553454507 0 0 1 0 0 0 0 0 0 0.547946576462532
1969.07 4 58 63 3.5 5.30110159665038 0 0 1 0 0 0 0 0 0 0.544960476756495
1969.08 4 65 58 3.5 5.28634895570681 0 0 1 0 0 0 0 0 0 0.271370587159625
1969.09 4 58 65 3.7 5.54158391415696 0 0 1 0 0 0 0 0 0 0.540541856690790
1969.1 4 56 58 3.7 5.51103627105185 0 0 1 0 0 0 0 0 0 0.537635703638006
1969.11 4 67 56 3.5 5.76291128366364 0 0 1 0 0 0 0 0 0 0.534760632659559
1969.12 4 59 67 3.5 5.731445659598 0 0 1 0 0 0 0 0 0 0.531916147759981
1970.01 4 63 59 3.9 5.98004233027876 0 0 1 0 0 0 0 0 0 0.529101763441586
1970.02 4 56 63 4.2 6.22663887260009 0 0 1 0 0 0 0 0 0 0.526317004427446
1970.03 4 54 56 4.4 5.91570308477651 0 0 1 0 0 0 0 0 0 0.52356140539449
1970.04 4 57 54 4.6 5.88405000229337 0 0 1 0 0 0 0 0 0 0.520834510713852
1970.05 4 59 57 4.8 5.868350182809 0 0 1 0 0 0 0 0 0 0.259403517704637
1970.06 4 55 59 4.9 5.83720062219073 0 0 1 0 0 0 0 0 0 0.516797015844261
1970.07 4 55 55 5 5.54964054495151 0 0 1 0 0 0 0 0 0 0.257400399517271
1970.08 4 55 55 5.1 5.53500950831647 0 0 1 0 0 0 0 0 0 0.256739550524587
1970.09 4 51 55 5.4 5.50597771830272 0 0 1 0 0 0 0 0 0 0.511510066677046
1970.1 4 58 51 5.5 5.47724896541184 0 0 1 0 0 0 0 0 0 0.508906950747123
1970.11 4 57 58 5.9 5.44881852840695 0 0 1 0 0 0 0 0 0 0.50633019565467
1970.12 4 52 57 6.1 5.42068178364268 0 0 1 0 0 0 0 0 0 0.503779402995708
1971.01 4 56 52 5.9 5.1425211807437 0 0 1 0 0 0 0 0 0 0.250941160542606
1971.02 4 49 56 5.9 4.61620417631625 0 0 1 0 0 0 0 0 0 0
1971.03 4 50 49 6 4.34295579273360 0 0 1 0 0 0 0 0 0 0.250313021811843
1971.04 4 50 50 5.9 4.07180930187847 0 0 1 0 0 0 0 0 0 0.249688019858718
1971.05 4 50 50 5.9 4.3099192481852 0 0 1 0 0 0 0 0 0 0.497513464011368
1971.06 4 48 50 5.9 4.28817274832656 0 0 1 0 0 0 0 0 0 0.495050515985618
1971.07 4 50 48 6 4.27738159832867 0 0 1 0 0 0 0 0 0 0.246609249519381
1971.08 4 50 50 6.1 4.26664463189033 0 0 1 0 0 0 0 0 0 0.246002584086247
1971.09 4 52 50 6 4.00053346136993 0 0 1 0 0 0 0 0 0 0.245398896156646
1971.1 4 49 52 5.8 3.73642467448678 0 0 1 0 0 0 0 0 0 0.244798163863980
1971.11 4 50 49 6 3.47429484438733 0 0 1 0 0 0 0 0 0 0.244200365555214
1971.12 4 49 50 6 3.21412092117974 0 0 1 0 0 0 0 0 0 0.243605479788123
1972.01 4 49 49 5.8 3.20619324596629 0 0 1 0 0 0 0 0 0 0.243013485329158
1972.02 4 52 49 5.7 3.69045569354509 0 0 1 0 0 0 0 0 0 0.484262447578798
1972.03 4 56 52 5.8 3.44014267173325 0 0 1 0 0 0 0 0 0 0
1972.04 4 53 56 5.7 3.4317092924129 0 0 1 0 0 0 0 0 0 0.241254640538369
1972.05 4 62 53 5.7 3.17486983145807 0 0 1 0 0 0 0 0 0 0.24067400305654
1972.06 4 56 62 5.7 2.91991546922628 0 0 1 0 0 0 0 0 0 0.240096153753822
1972.07 4 57 56 5.6 2.91282729230233 0 0 1 0 0 0 0 0 0 0.239521072595439
1972.08 4 58 57 5.6 2.90577344795424 0 0 1 0 0 0 0 0 0 0.238948739738154
1972.09 4 59 58 5.5 3.13656592782197 0 0 1 0 0 0 0 0 0 0.476191376024371
1972.1 4 60 59 5.6 3.12901579932103 0 0 1 0 0 0 0 0 0 0.237248035363047
1972.11 4 62 60 5.3 3.35762955336043 0 0 1 0 0 0 0 0 0 0.472814119594611
1972.12 4 59 62 5.2 3.34959544281821 0 0 1 0 0 0 0 0 0 0.235571369245902
1973.01 4 67 59 4.9 3.57606638790982 0 0 1 0 0 0 0 0 0 0.469484430420763
1973.02 4 67 67 5 3.79192348622936 0 0 1 0 0 0 0 0 0 0.700119545898348
1973.03 4 57 67 4.9 4.71785602750905 0 0 1 0 0 0 0 0 0 0.925932541279684
1973.04 4 48 57 5 5.16546748648921 0 0 1 0 0 0 0 0 0 0.688866099518526
1973.05 4 44 48 4.9 5.38141528139078 0 0 1 0 0 0 0 0 0 0.456621797958112
1973.06 4 44 44 4.9 5.82236602788964 0 0 1 0 0 0 0 0 0 0.68104690025268
1973.07 4 39 44 4.8 5.5828449552942 0 0 1 0 0 0 0 0 0 0
